index,functions,pair,candidate_TPL,label
35869,"1. Find connections between synonyms, antonyms, and word association.
2. Guess the word based on the given clues.
3. Complete 300 puzzles.
4. Progress through 30 levels.
5. Play without Facebook registration.
6. Play without an internet connection.
7. Optional email, Twitter, and Facebook posting.","[""Java Native Lua"", ""Google Ads""]","[""Corona Game Engine""]",True
42584,"1. Browse over 225 delicious French recipes.
2. Find recipes conveniently categorized by dish type.
3. Watch video recipes for step-by-step instructions.
4. Discover brand new recipes every day.
5. Explore appetizers, breakfast, soups, poultry, seafood, meat, vegetarian, slow cooker, sauces, and dessert recipes.
6. Save time and effort with all recipes in one app.
7. Trust tested and true recipes that won't let you down.
8. Download the app for free for a limited time.","[""Android BitmapFun"", ""ActionBarSherlock""]","[""ksoap2""]",True
35167,"- Visit our website and social media pages
- GPS geo-reference zones, attractions, and companies
- Receive exclusive mobile coupons
- Share photos
- Use QR code reader
- Contact subscribed tourism companies
- Get information on prominent tourist places","[""Simonvt MenuDrawer"", ""ZXing ('Zebra Crossing')""]","[""Google Gson""]",False
39329,"1. Find chicken soup recipes
2. Discover chicken stew recipes
3. Explore chicken chili recipes
4. Search for chicken breast salad recipes
5. Learn about the health benefits of poultry
6. Find lean chicken breast recipes
7. Discover recipes packed with essential nutrients
8. Find new ways to prepare chicken protein","[""Jasonkostempski"", ""ksoap2""]","[""Jsoup""]",True
50812,"1. Tap and hold to control the ball
2. Reach new heights by tapping and holding
3. Cross challenging stages to surpass previous scores
4. Use different balls with amazing abilities
5. Explore a stunning world with chilling music
6. Keep hopping to continue the game","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
43663,"1. Play offline games for free
2. Monkeys attack on monsters
3. Multiple levels with increasing difficulty
4. High quality graphics
5. Easy and funny gameplay
6. Play on tablets and mobile devices
7. Stretch the monkey to aim and hit slides
8. Kill monsters with minimum use of monkeys
9. Suitable for kids to play","[""Jasonkostempski"", ""Apache Common""]","[""ActionBarSherlock""]",True
31794,"1. View ""Kodaira City Disaster Prevention Map"" on smartphone
2. Check nearest evacuation site using GPS
3. Prepare for a disaster
4. Know what to do in the event of a disaster
5. Confirm safety of family members
6. Display disaster prevention facilities on map
7. Switch to different map services
8. Search for facilities by name or type
9. Search for addresses on the map
10. Nearby search for facilities
11. Display guidance to target facility
12. Search for routes from current location to destination
13. Provide earthquake measures information
14. Provide fire measures information
15. Provide wind and flood damage measures information
16. Provide comprehensive measures information","[""JTS Topology Suite"", ""SLF4J API Module""]","[""Metalev Multi Touch""]",False
53019,"1. Connect candies to fruits of same color.
2. Rotate everything with one tap.
3. Smash through levels in autopilot mode.
4. Play a pipe game with candy puzzles.
5. Blast exotic fruits in an epic adventure.
6. Crush fruits to a pulp with goodies.
7. Squash and blast fruits in exotic lands.
8. Slice, sizzle, and squash powerful fruits.
9. Match longest chains of juicy fruits.
10. Play for hours with unlimited lives.
11. Challenge your tactical skills in addictive game modes.
12. Choose between easy and hard difficulty modes.","[""Unity3D"", ""Amazon In-App Purchasing""]","[""Unity3d Advertisement""]",True
35290,"1. Register for the Mid-South Junior Golf Association.
2. View upcoming golf tournaments and events.
3. Access information about the Pine Hill Golf Course.
4. Learn about the history of the MSJGA.
5. Connect with other parents and community members.
6. Discover educational opportunities through golf.
7. Find role models and mentors within the organization.
8. Learn about the values taught through golf.
9. Stay updated on community involvement initiatives.","[""Facebook SDK"", ""Twitter4J""]","[""Bolts Base Library""]",True
28274,"1. Help the Kitty become a beauty
2. Do a fashion design for the celebrity mommy
3. Clean up and dress up the cat mommy
4. Move the cat mommy and all the stuffs
5. Follow tips for each step of clean or makeover
6. Choose clothes, hairstyle, and cosmetics for the cat mommy
7. Exchange hairstyle and clothes freely
8. Create a fashion and beautiful cat mommy","[""Square Dagger"", ""Adobe FlashPlayer""]","[""Vungle's Android SDK""]",True
28978,"1. SEE paint colours instantly on walls using Augmented Reality
2. PICK and save inspirational colours from the world around you
3. EXPLORE the full range of products and colours from Dulux
4. Recolour your walls while viewing them in camera or video mode
5. Visualise colours using a static image of your room
6. Update your friends' shared visualisations
7. Create new looks together with friends","[""StickyGridHeaders"", ""Square Picasso 2.7""]","[""MobileAppTracking Android SDK""]",False
19830,"1. Fly through colorful marked zones
2. Choose from a variety of planes
3. Earn bonus for completing before time
4. Experience the best airplane simulation
5. Explore unique worlds and complete missions
6. Use multiple camera angles for better view
7. Tap to fly, brake, and control speed
8. Tilt or move steering to control airplane
9. Tap to take airplane up and down
10. Report installation problems for quick resolution","[""Android Beacon Library"", ""VerizonMedia Ad Platforms""]","[""Moxy MVP library for Android""]",True
35238,"1. RSVP for the wedding ceremony and reception.
2. View the wedding schedule and timeline.
3. Access directions and maps to the wedding venue.
4. Browse the wedding photo gallery.
5. Send congratulatory messages to the couple.
6. Explore the wedding registry and gift options.
7. Receive real-time updates and notifications.
8. Connect with other wedding guests through chat.
9. Access contact information for wedding vendors.
10. Submit dietary restrictions and special requests.","[""Facebook SDK"", ""Google Ads""]","[""Bolts Base Library""]",True
35745,"1. View services and products on the go  
2. Purchase products on the go  
3. Share services on social networks  
4. Book appointments on the go","[""Facebook SDK"", ""Google Mobile Services""]","[""Bolts Base Library""]",True
45820,"1. Stay updated with all the news.
2. Reserve activities from your mobile.
3. Receive news, offers, and content from CAF.
4. Check the activity calendar.
5. Contact us quickly and comfortably.
6. Access CAF documents on your mobile.","[""EPublib"", ""Pollfish""]","[""Jasonkostempski""]",True
16134,"1. Simplify tax filing process with Mobile App
2. Access office phone numbers and email addresses
3. Get directions to nearest office
4. Learn about staff members
5. Book appointments directly from the app
6. Send documents for quick return processing
7. User-friendly design for easy navigation
8. Take a picture of W-2 for automated processing
9. Use the app anywhere, anytime
10. Ensure data security for your information","[""Titanium ImageFactory Module"", ""Android Support v7""]","[""Appcelerator""]",True
16904,"1. New games released every Thursday.
2. Receive cute animals to look after.
3. Receive baby animals for a crowded zoo.
4. Feed, wash, and treat lovely animals.
5. Animals can evolve with care.
6. Start the animal judy right now.
7. App suitable for both male and female children.","[""Adobe Air FRE"", ""Adobe FlashPlayer""]","[""TnkAd SDK""]",True
37419,"1. General social network activity information
2. Student-administration communication channels
3. Uninter community discount catalog
4. Mass messaging for important Uninter updates","[""Vudroid PDF Reader"", ""Bolts Base Library""]","[""Joanzapata PDFView""]",True
44558,"1. Draw cute cartoon sheep.
2. Start with basic animal sheep drawing.
3. Learn to draw chibi sheep manga.
4. Draw baby sheep for kids.
5. Learn to draw and sketch lamb art.
6. Drawing realistic sheep with step-by-step lessons.","[""Jasonkostempski"", ""ActionBarSherlock""]","[""KObjects""]",True
44559,"1. Draw cartoon frogs
2. Draw anime Christmas frog for kids
3. Learn to draw frog manga
4. Draw chibi easy frog
5. Learn to draw cartoon art
6. Take a drawing of realistic frogs and flowers","[""Jasonkostempski"", ""ActionBarSherlock""]","[""Jsoup""]",True
36519,"1. Signup for free & get 3 free labels.
2. Apply labels to all your kids school items.
3. Track what is lost.
4. Receive an email when an item is found.
5. Share your items with friends and family.
6. Mark the item that is found.
7. Save money, time and take control of your kids items.
8. Read a StrayHat label.
9. Add your name, pick a color, attach it to your child's item.
10. Tell the system what you have attached it to.
11. Mark the item as lost.
12. Update people in your trusted group.
13. Receive an email with details of the found item.
14. Collect and update everyone from the school lost property bin.
15. Stick labels on items.
16. Use iron-on labels for clothing.
17. Each label has a unique secure QR code.
18. Collaborate and find items within the school community.
19. Notify the item owner anonymously.
20. Provide details of where the item is and what it is.","[""Bolts Base Library"", ""Google GCM""]","[""Facebook SDK""]",True
29918,"1. Challenge yourself on this hill driving game
2. Chisel through the winds and hilly mountains
3. Pick and drop passengers and be their guide
4. Enhance your driving skills and see beautiful places
5. Take tourists for a tour and show them amazing views
6. Earn as much as you wish by giving successful rides
7. Experience a gorgeous hill station like never before
8. Complete thrilling precision driving missions
9. Drive an awesome luxury taxi with realistic physics
10. Compete with other cab drivers and enjoy high speeding","[""Unity3d Advertisement"", ""Google Admob""]","[""Unity3D""]",True
30541,"1. Hunting Game Experience
2. Excellent Fantasy Forest Environment
3. Multiple Difficulty Levels
4. Radar System
5. Zooming options
6. Immersive 3D graphics
7. Background music and sound effects
8. Swipe controls to aim
9. Buttons to shoot and zoom","[""Unity3D"", ""Heyzap""]","[""Fmod""]",True
